sales,region,SKU_ALIAS,marketing,UDAMKTSIZE
89.1,Central,"Old Fashioned",29.7,"Small Market"
180.9,Central,"Old Fashioned",60.3,"Small Market"
223.5,Central,"Old Fashioned",84.75,"Small Market"
2.7,Central,"Old Fashioned",1,"Small Market"
2.7,Central,"Old Fashioned",1,"Small Market"
264.6,Central,"Old Fashioned",98,"Small Market"
290,Central,"Old Fashioned",110,"Small Market"
5.94,Central,"Old Fashioned",0.66,"Small Market"
15.84,Central,"Old Fashioned",1.76,"Small Market"
230,Central,"Old Fashioned",20,"Small Market"
176.22,Central,"Old Fashioned",19.58,"Small Market"
17.15,Central,"Old Fashioned",1.96,"Small Market"
50.4,Central,"Old Fashioned",5.4,"Small Market"
53.2,Central,"Old Fashioned",5.7,"Small Market"
31.85,Central,"Old Fashioned",3.64,"Small Market"
64.4,Central,"Old Fashioned",6.9,"Small Market"
112,Central,"Old Fashioned",12,"Small Market"
80.85,Central,"Old Fashioned",9.24,"Small Market"
115.15,Central,"Old Fashioned",13.16,"Small Market"
1.33,Central,"Old Fashioned",0.15,"Small Market"
11.9,Central,"Old Fashioned",0.7,"Small Market"
66.3,Central,"Old Fashioned",3.9,"Small Market"
91.8,Central,"Old Fashioned",5.4,"Small Market"
39.9,Central,"Old Fashioned",4.5,"Small Market"
91.77,Central,"Old Fashioned",10.35,"Small Market"
15.4,Central,"Old Fashioned",1.4,"Small Market"
39.6,Central,"Old Fashioned",3.6,"Small Market"
52.8,Central,"Old Fashioned",4.8,"Small Market"
66.15,Central,"Old Fashioned",7.35,"Small Market"
112.2,Central,"Old Fashioned",10.2,"Small Market"
122.85,Central,"Old Fashioned",13.65,"Small Market"
20.1,Central,"Old Fashioned",2.25,"Small Market"
49.58,Central,"Old Fashioned",5.55,"Small Market"
64.5,Central,"Old Fashioned",4.3,"Small Market"
64.32,Central,"Old Fashioned",7.2,"Small Market"
85.5,Central,"Old Fashioned",5.7,"Small Market"
92,Central,"Old Fashioned",10.4,"Small Market"
138,Central,"Old Fashioned",15.6,"Small Market"
270,Central,"Old Fashioned",20,"Small Market"
48.6,Central,"Old Fashioned",3.6,"Small Market"
221.4,Central,"Old Fashioned",16.4,"Small Market"
230,Central,"Old Fashioned",26,"Small Market"
25.3,Central,"Old Fashioned",2.2,"Small Market"
21.78,Central,"Old Fashioned",2.42,"Small Market"
27.72,Central,"Old Fashioned",3.08,"Small Market"
57.42,Central,"Old Fashioned",6.38,"Small Market"
92,Central,"Old Fashioned",8,"Small Market"
112.7,Central,"Old Fashioned",9.8,"Small Market"
91.08,Central,"Old Fashioned",10.12,"Small Market"
240,Central,"Old Fashioned",20,"Small Market"
210,Central,"Old Fashioned",24,"Small Market"
6,Central,"Old Fashioned",0.4,"Small Market"
9,Central,"Old Fashioned",0.6,"Small Market"
51,Central,"Old Fashioned",3.4,"Small Market"
84,Central,"Old Fashioned",5.6,"Small Market"
123,Central,"Old Fashioned",14,"Small Market"
9.35,Central,"Old Fashioned",1.05,"Small Market"
18.7,Central,"Old Fashioned",2.1,"Small Market"
280,Central,"Old Fashioned",10,"Small Market"
158.95,Central,"Old Fashioned",17.85,"Small Market"
20.7,Central,"Old Fashioned",1.8,"Small Market"
87.4,Central,"Old Fashioned",7.6,"Small Market"
121.9,Central,"Old Fashioned",10.6,"Small Market"
83.58,Central,"Old Fashioned",9.24,"Small Market"
115.42,Central,"Old Fashioned",12.76,"Small Market"
4.5,Central,"Old Fashioned",1.71,"Small Market"
9.8,Central,"Old Fashioned",3.5,"Small Market"
22.5,Central,"Old Fashioned",8.55,"Small Market"
55.5,Central,"Old Fashioned",21.09,"Small Market"
67.5,Central,"Old Fashioned",25.65,"Small Market"
130.2,Central,"Old Fashioned",46.5,"Small Market"
5,Central,"Old Fashioned",1.5,"Small Market"
7,Central,"Old Fashioned",2.1,"Small Market"
10.5,Central,"Old Fashioned",3.9,"Small Market"
13.65,Central,"Old Fashioned",5.07,"Small Market"
20,Central,"Old Fashioned",6,"Small Market"
68,Central,"Old Fashioned",20.4,"Small Market"
80.85,Central,"Old Fashioned",30.03,"Small Market"
3.93,Central,"Old Fashioned",1.47,"Small Market"
14.41,Central,"Old Fashioned",5.39,"Small Market"
34.06,Central,"Old Fashioned",12.74,"Small Market"
78.6,Central,"Old Fashioned",29.4,"Small Market"
120,Central,"Old Fashioned",40,"Small Market"
19.5,Central,"Old Fashioned",6.5,"Small Market"
24,Central,"Old Fashioned",8,"Small Market"
37.5,Central,"Old Fashioned",12.5,"Small Market"
69,Central,"Old Fashioned",23,"Small Market"
155,Central,"Old Fashioned",58,"Small Market"
1.8,Central,"Old Fashioned",0.68,"Small Market"
10.2,Central,"Old Fashioned",3.6,"Small Market"
12.6,Central,"Old Fashioned",4.76,"Small Market"
56.1,Central,"Old Fashioned",19.8,"Small Market"
68.4,Central,"Old Fashioned",25.84,"Small Market"
97.2,Central,"Old Fashioned",36.72,"Small Market"
103.7,Central,"Old Fashioned",36.6,"Small Market"
9.04,Central,"Old Fashioned",3.36,"Small Market"
12.1,Central,"Old Fashioned",3.3,"Small Market"
29.7,Central,"Old Fashioned",8.1,"Small Market"
68.2,Central,"Old Fashioned",18.6,"Small Market"
103.96,Central,"Old Fashioned",38.64,"Small Market"
8.96,Central,"Old Fashioned",3.36,"Small Market"
37.12,Central,"Old Fashioned",13.92,"Small Market"
81.92,Central,"Old Fashioned",30.72,"Small Market"
120,Central,"Old Fashioned",40,"Small Market"
2.8,Central,"Old Fashioned",1,"Small Market"
14,Central,"Old Fashioned",5,"Small Market"
33,Central,"Old Fashioned",12.54,"Small Market"
51,Central,"Old Fashioned",19.38,"Small Market"
66,Central,"Old Fashioned",25.08,"Small Market"
123.2,Central,"Old Fashioned",44,"Small Market"
18.48,Central,"Old Fashioned",6.96,"Small Market"
49.28,Central,"Old Fashioned",18.56,"Small Market"
86.24,Central,"Old Fashioned",32.48,"Small Market"
150,Central,"Old Fashioned",50,"Small Market"
5.88,Central,"Old Fashioned",2.2,"Small Market"
15.4,Central,"Old Fashioned",5.5,"Small Market"
61.6,Central,"Old Fashioned",22,"Small Market"
63,Central,"Old Fashioned",22.5,"Small Market"
141.12,Central,"Old Fashioned",52.8,"Small Market"
15.84,Central,"Old Fashioned",5.94,"Small Market"
35.1,Central,"Old Fashioned",10.8,"Small Market"
34.56,Central,"Old Fashioned",12.96,"Small Market"
44.2,Central,"Old Fashioned",13.6,"Small Market"
50.7,Central,"Old Fashioned",15.6,"Small Market"
93.6,Central,"Old Fashioned",35.1,"Small Market"
7,Central,"Old Fashioned",2.5,"Small Market"
21,Central,"Old Fashioned",7.5,"Small Market"
112,Central,"Old Fashioned",40,"Small Market"
149,Central,"Old Fashioned",56,"Small Market"
33,Central,"Old Fashioned",12,"Small Market"
59.4,Central,"Old Fashioned",21.6,"Small Market"
127.6,Central,"Old Fashioned",46.4,"Small Market"
227,Central,"Old Fashioned",86,"Small Market"
3.17,Central,"Old Fashioned",1.2,"Small Market"
6.2,Central,"Old Fashioned",2.2,"Small Market"
6.34,Central,"Old Fashioned",2.4,"Small Market"
139.5,Central,"Old Fashioned",49.5,"Small Market"
164.3,Central,"Old Fashioned",58.3,"Small Market"
307.49,Central,"Old Fashioned",116.4,"Small Market"
12,Central,"Old Fashioned",4.5,"Small Market"
31.2,Central,"Old Fashioned",11.7,"Small Market"
69.6,Central,"Old Fashioned",26.1,"Small Market"
70,Central,"Old Fashioned",26.6,"Small Market"
127.2,Central,"Old Fashioned",47.7,"Small Market"
180,Central,"Old Fashioned",68.4,"Small Market"
16.8,Central,"Old Fashioned",5.6,"Small Market"
29.4,Central,"Old Fashioned",9.8,"Small Market"
163.8,Central,"Old Fashioned",54.6,"Small Market"
220,Central,"Old Fashioned",83,"Small Market"
180,Central,"Old Fashioned",60,"Small Market"
190,Central,"Old Fashioned",72,"Small Market"
8.91,Central,"Old Fashioned",3.36,"Small Market"
11.88,Central,"Old Fashioned",4.48,"Small Market"
53.46,Central,"Old Fashioned",20.16,"Small Market"
222.75,Central,"Old Fashioned",84,"Small Market"
290,Central,"Old Fashioned",100,"Small Market"
124.08,Central,"Old Fashioned",47,"Small Market"
139.92,Central,"Old Fashioned",53,"Small Market"
250,Central,"Old Fashioned",90,"Small Market"
2.2,Central,"Old Fashioned",0.8,"Small Market"
2.2,Central,"Old Fashioned",0.8,"Small Market"
50.6,Central,"Old Fashioned",18.4,"Small Market"
165,Central,"Old Fashioned",60,"Small Market"
227,Central,"Old Fashioned",86,"Small Market"
15.47,Central,"Old Fashioned",5.81,"Small Market"
30.94,Central,"Old Fashioned",11.62,"Small Market"
57.46,Central,"Old Fashioned",21.58,"Small Market"
73.5,Central,"Old Fashioned",24.5,"Small Market"
117.13,Central,"Old Fashioned",43.99,"Small Market"
136.5,Central,"Old Fashioned",45.5,"Small Market"
2.24,Central,"Old Fashioned",0.85,"Small Market"
42.56,Central,"Old Fashioned",16.15,"Small Market"
54.6,Central,"Old Fashioned",20.8,"Small Market"
155.4,Central,"Old Fashioned",59.2,"Small Market"
179.2,Central,"Old Fashioned",68,"Small Market"
9.2,Central,"Old Fashioned",3.48,"Small Market"
14.7,Central,"Old Fashioned",4.9,"Small Market"
31.5,Central,"Old Fashioned",10.5,"Small Market"
44.1,Central,"Old Fashioned",14.7,"Small Market"
119.7,Central,"Old Fashioned",39.9,"Small Market"
220.8,Central,"Old Fashioned",83.52,"Small Market"
24.53,Central,"Old Fashioned",9.24,"Small Market"
28.99,Central,"Old Fashioned",10.92,"Small Market"
33.6,Central,"Old Fashioned",11.2,"Small Market"
176.4,Central,"Old Fashioned",58.8,"Small Market"
169.48,Central,"Old Fashioned",63.84,"Small Market"
41.09,Central,"Old Fashioned",5.81,"Small Market"
690,Central,"Old Fashioned",90,"Small Market"
545.91,Central,"Old Fashioned",77.19,"Small Market"
20.61,Central,"Old Fashioned",2.91,"Small Market"
27.48,Central,"Old Fashioned",3.88,"Small Market"
48.6,Central,"Old Fashioned",6,"Small Market"
194.4,Central,"Old Fashioned",24,"Small Market"
130.53,Central,"Old Fashioned",18.43,"Small Market"
567,Central,"Old Fashioned",70,"Small Market"
508.38,Central,"Old Fashioned",71.78,"Small Market"
34.56,Central,"Old Fashioned",4.86,"Small Market"
102.2,Central,"Old Fashioned",9.8,"Small Market"
124.1,Central,"Old Fashioned",11.9,"Small Market"
131.4,Central,"Old Fashioned",12.6,"Small Market"
372.3,Central,"Old Fashioned",35.7,"Small Market"
541.44,Central,"Old Fashioned",76.14,"Small Market"
190.75,Central,"Old Fashioned",26.95,"Small Market"
354.25,Central,"Old Fashioned",50.05,"Small Market"
640,Central,"Old Fashioned",80,"Small Market"
147.42,Central,"Old Fashioned",20.79,"Small Market"
398.58,Central,"Old Fashioned",56.21,"Small Market"
640,Central,"Old Fashioned",80,"Small Market"
40,Central,"Old Fashioned",5,"Small Market"
104,Central,"Old Fashioned",13,"Small Market"
280,Central,"Old Fashioned",35,"Small Market"
376,Central,"Old Fashioned",47,"Small Market"
678,Central,"Old Fashioned",96,"Small Market"
88.8,Central,"Old Fashioned",12,"Small Market"
291.64,Central,"Old Fashioned",40.94,"Small Market"
342.36,Central,"Old Fashioned",48.06,"Small Market"
651.2,Central,"Old Fashioned",88,"Small Market"
68.04,Central,"Old Fashioned",9.6,"Small Market"
164.43,Central,"Old Fashioned",23.2,"Small Market"
334.53,Central,"Old Fashioned",47.2,"Small Market"
660,Central,"Old Fashioned",90,"Small Market"
50.4,Central,"Old Fashioned",6.3,"Small Market"
93.6,Central,"Old Fashioned",11.7,"Small Market"
201.6,Central,"Old Fashioned",25.2,"Small Market"
374.4,Central,"Old Fashioned",46.8,"Small Market"
612,Central,"Old Fashioned",86,"Small Market"
37.24,Central,"Old Fashioned",5.25,"Small Market"
251.6,Central,"Old Fashioned",25.9,"Small Market"
117.04,Central,"Old Fashioned",16.5,"Small Market"
428.4,Central,"Old Fashioned",44.1,"Small Market"
377.72,Central,"Old Fashioned",53.25,"Small Market"
17.8,Central,"Old Fashioned",1.6,"Small Market"
436.1,Central,"Old Fashioned",39.2,"Small Market"
436.1,Central,"Old Fashioned",39.2,"Small Market"
598,Central,"Old Fashioned",84,"Small Market"
17.67,Central,"Old Fashioned",2.49,"Small Market"
207,Central,"Old Fashioned",27,"Small Market"
483,Central,"Old Fashioned",63,"Small Market"
571.33,Central,"Old Fashioned",80.51,"Small Market"
0.5,Central,"Old Fashioned",0,"Small Market"
0.5,Central,"Old Fashioned",0,"Small Market"
7.5,Central,"Old Fashioned",0,"Small Market"
6.45,Central,"Old Fashioned",0.6,"Small Market"
10.32,Central,"Old Fashioned",0.96,"Small Market"
26.23,Central,"Old Fashioned",2.44,"Small Market"
41.5,Central,"Old Fashioned",0,"Small Market"
2.32,Central,"Old Fashioned",0.24,"Small Market"
24.94,Central,"Old Fashioned",2.58,"Small Market"
30.74,Central,"Old Fashioned",3.18,"Small Market"
60,Central,"Old Fashioned",0,"Small Market"
20.3,Central,"Old Fashioned",0,"Small Market"
49.7,Central,"Old Fashioned",0,"Small Market"
58,Central,"Old Fashioned",6,"Small Market"
3.76,Central,"Old Fashioned",0.4,"Small Market"
13,Central,"Old Fashioned",0,"Small Market"
37,Central,"Old Fashioned",0,"Small Market"
43.24,Central,"Old Fashioned",4.6,"Small Market"
2,Central,"Old Fashioned",0,"Small Market"
4.3,Central,"Old Fashioned",0.4,"Small Market"
11,Central,"Old Fashioned",0,"Small Market"
18.92,Central,"Old Fashioned",1.76,"Small Market"
19.78,Central,"Old Fashioned",1.84,"Small Market"
37,Central,"Old Fashioned",0,"Small Market"
3.43,Central,"Old Fashioned",0.35,"Small Market"
9.8,Central,"Old Fashioned",1,"Small Market"
15.68,Central,"Old Fashioned",1.6,"Small Market"
20.09,Central,"Old Fashioned",2.05,"Small Market"
24.5,Central,"Old Fashioned",0,"Small Market"
25.5,Central,"Old Fashioned",0,"Small Market"
60,Central,"Old Fashioned",0,"Small Market"
53,Central,"Old Fashioned",5,"Small Market"
0.82,Central,"Old Fashioned",0.08,"Small Market"
3.28,Central,"Old Fashioned",0.32,"Small Market"
4.4,Central,"Old Fashioned",0,"Small Market"
16.81,Central,"Old Fashioned",1.64,"Small Market"
20.09,Central,"Old Fashioned",1.96,"Small Market"
35.6,Central,"Old Fashioned",0,"Small Market"
12,Central,"Old Fashioned",0,"Small Market"
23.52,Central,"Old Fashioned",2.4,"Small Market"
25.48,Central,"Old Fashioned",2.6,"Small Market"
38,Central,"Old Fashioned",0,"Small Market"
1.68,Central,"Old Fashioned",0.18,"Small Market"
4.9,Central,"Old Fashioned",0,"Small Market"
4.48,Central,"Old Fashioned",0.48,"Small Market"
5.04,Central,"Old Fashioned",0.54,"Small Market"
30.1,Central,"Old Fashioned",0,"Small Market"
35,Central,"Old Fashioned",0,"Small Market"
44.8,Central,"Old Fashioned",4.8,"Small Market"
4.64,Central,"Old Fashioned",0.48,"Small Market"
13.34,Central,"Old Fashioned",1.38,"Small Market"
40.02,Central,"Old Fashioned",4.14,"Small Market"
70,Central,"Old Fashioned",0,"Small Market"
2.9,Central,"Old Fashioned",0.3,"Small Market"
19.2,Central,"Old Fashioned",0,"Small Market"
40.8,Central,"Old Fashioned",0,"Small Market"
55.1,Central,"Old Fashioned",5.7,"Small Market"
1.33,Central,"Old Fashioned",0.15,"Small Market"
2.66,Central,"Old Fashioned",0.3,"Small Market"
22.61,Central,"Old Fashioned",2.55,"Small Market"
47.3,Central,"Old Fashioned",4.3,"Small Market"
62.7,Central,"Old Fashioned",5.7,"Small Market"
106.4,Central,"Old Fashioned",12,"Small Market"
6.3,Central,"Old Fashioned",0.7,"Small Market"
12,Central,"Old Fashioned",1.2,"Small Market"
16,Central,"Old Fashioned",1.6,"Small Market"
18.9,Central,"Old Fashioned",2.1,"Small Market"
47.88,Central,"Old Fashioned",5.32,"Small Market"
52.92,Central,"Old Fashioned",5.88,"Small Market"
72,Central,"Old Fashioned",7.2,"Small Market"
5.35,Central,"Old Fashioned",0.6,"Small Market"
8.56,Central,"Old Fashioned",0.96,"Small Market"
9.6,Central,"Old Fashioned",1.2,"Small Market"
93.09,Central,"Old Fashioned",10.44,"Small Market"
70.4,Central,"Old Fashioned",8.8,"Small Market"
140,Central,"Old Fashioned",10,"Small Market"
174,Central,"Old Fashioned",20,"Small Market"
3,Central,"Old Fashioned",0.2,"Small Market"
9,Central,"Old Fashioned",0.6,"Small Market"
54,Central,"Old Fashioned",6,"Small Market"
54,Central,"Old Fashioned",3.6,"Small Market"
59.4,Central,"Old Fashioned",6.6,"Small Market"
66.6,Central,"Old Fashioned",7.4,"Small Market"
84,Central,"Old Fashioned",5.6,"Small Market"
39.2,Central,"Old Fashioned",4.9,"Small Market"
40.8,Central,"Old Fashioned",5.1,"Small Market"
104,Central,"Old Fashioned",12,"Small Market"
16,Central,"Old Fashioned",1.6,"Small Market"
30,Central,"Old Fashioned",3.36,"Small Market"
32,Central,"Old Fashioned",3.2,"Small Market"
47.5,Central,"Old Fashioned",5.32,"Small Market"
47.5,Central,"Old Fashioned",5.32,"Small Market"
52,Central,"Old Fashioned",5.2,"Small Market"
11.2,Central,"Old Fashioned",0.8,"Small Market"
16.7,Central,"Old Fashioned",1.9,"Small Market"
20.04,Central,"Old Fashioned",2.28,"Small Market"
63,Central,"Old Fashioned",4.5,"Small Market"
65.8,Central,"Old Fashioned",4.7,"Small Market"
130.26,Central,"Old Fashioned",14.82,"Small Market"
9.1,Central,"Old Fashioned",0.98,"Small Market"
20.8,Central,"Old Fashioned",2.24,"Small Market"
100.1,Central,"Old Fashioned",10.78,"Small Market"
110,Central,"Old Fashioned",10,"Small Market"
6,Central,"Old Fashioned",0.6,"Small Market"
94,Central,"Old Fashioned",9.4,"Small Market"
141,Central,"Old Fashioned",16,"Small Market"
2,Central,"Old Fashioned",0,"Small Market"
21,Central,"Old Fashioned",0,"Small Market"
30,Central,"Old Fashioned",0,"Small Market"
46.11,Central,"Old Fashioned",5.22,"Small Market"
47,Central,"Old Fashioned",0,"Small Market"
112.89,Central,"Old Fashioned",12.78,"Small Market"
6.04,Central,"Old Fashioned",0.68,"Small Market"
7.2,Central,"Old Fashioned",0.6,"Small Market"
40.77,Central,"Old Fashioned",4.59,"Small Market"
104.19,Central,"Old Fashioned",11.73,"Small Market"
112.8,Central,"Old Fashioned",9.4,"Small Market"
1.17,Central,"Old Fashioned",0.47,"Small Market"
5.85,Central,"Old Fashioned",2.35,"Small Market"
29.25,Central,"Old Fashioned",11.75,"Small Market"
80.73,Central,"Old Fashioned",32.43,"Small Market"
110,Central,"Old Fashioned",40,"Small Market"
1.05,Central,"Old Fashioned",0.33,"Small Market"
5.25,Central,"Old Fashioned",1.65,"Small Market"
100,Central,"Old Fashioned",30,"Small Market"
98.7,Central,"Old Fashioned",31.02,"Small Market"
1.8,Central,"Old Fashioned",0.8,"Small Market"
3.6,Central,"Old Fashioned",1.6,"Small Market"
84.6,Central,"Old Fashioned",37.6,"Small Market"
99,Central,"Old Fashioned",42,"Small Market"
38.4,Central,"Old Fashioned",12.8,"Small Market"
39.68,Central,"Old Fashioned",15.19,"Small Market"
81.6,Central,"Old Fashioned",27.2,"Small Market"
88.32,Central,"Old Fashioned",33.81,"Small Market"
12,Central,"Old Fashioned",5,"Small Market"
12,Central,"Old Fashioned",5,"Small Market"
96,Central,"Old Fashioned",40,"Small Market"
126,Central,"Old Fashioned",57,"Small Market"
5.55,Central,"Old Fashioned",1.8,"Small Market"
46,Central,"Old Fashioned",13.8,"Small Market"
54,Central,"Old Fashioned",16.2,"Small Market"
105.45,Central,"Old Fashioned",34.2,"Small Market"
2.22,Central,"Old Fashioned",0.8,"Small Market"
2.22,Central,"Old Fashioned",0.8,"Small Market"
14.43,Central,"Old Fashioned",5.2,"Small Market"
47,Central,"Old Fashioned",14.1,"Small Market"
53,Central,"Old Fashioned",15.9,"Small Market"
92.13,Central,"Old Fashioned",33.2,"Small Market"
120,Central,"Old Fashioned",40,"Small Market"
125,Central,"Old Fashioned",47,"Small Market"
22,Central,"Old Fashioned",8,"Small Market"
31.9,Central,"Old Fashioned",11.6,"Small Market"
56.1,Central,"Old Fashioned",20.4,"Small Market"
114,Central,"Old Fashioned",48,"Small Market"
1.1,Central,"Old Fashioned",0.4,"Small Market"
1.1,Central,"Old Fashioned",0.4,"Small Market"
38.4,Central,"Old Fashioned",15.04,"Small Market"
81.6,Central,"Old Fashioned",31.96,"Small Market"
